,0
146,-0.085971237
147,0.138590581
148,0.097910581
149,-0.051043965
150,0.044697854
151,-0.005227601
152,0.099965126
153,0.050450581
154,0.037712399
155,0.035452399
156,0.051272399
157,0.053737854
158,-0.008309419
159,-0.019814874
160,-0.065220328
161,0.099965126
162,-0.214174874
163,-0.12315851
164,-0.033991237
165,-0.160962146
166,0.122976036
167,-0.085149419
168,-0.14349851
169,-0.093367601
170,0.109210581
171,-0.186849419
172,-0.120282146
173,0.087432399
174,-0.221571237
175,-0.025362146
176,-0.091723965
177,0.20454149
178,-0.005843965
179,-0.009131237
180,0.166943308
181,-0.16157851
182,0.223032399
183,-0.089669419
184,0.169614217
185,0.027028763
186,-0.135691237
187,0.393559672
188,-0.169180328
189,0.175777854
190,-0.017554874
191,-0.000707601
192,0.005456036
193,-0.274783965
194,0.107566945
195,-0.171029419
196,0.046546945
197,-0.139183965
198,0.039356036
199,0.003196036
200,-0.080423965
201,0.172490581
202,-0.185822146
203,0.132837854
204,-0.197943965
205,-0.029471237
206,0.141877854
207,-0.205545783
208,0.143316036
209,0.092363308
210,0.099965126
211,-0.047551237
212,0.127290581
213,0.016345126
214,-0.105900328
215,0.112703308
216,-0.200614874
217,0.089897854
218,0.106539672
219,0.006483308
220,0.191392399
221,0.154205126
222,-0.006254874
223,0.035657854
224,0.137974217
225,-0.185000328
226,-0.042825783
227,0.002785126
228,-0.153976692
229,0.008537854
230,-0.091107601
231,-0.005843965
232,0.082090581
233,-0.145963965
234,-0.032347601
235,-0.002762146
236,-0.152949419
237,-0.097682146
238,-0.03275851
239,-0.122953055
240,-0.126034874
241,0.10510149
242,0.042643308
243,0.027439672
244,0.029905126
245,0.013263308
246,0.097705126
247,-0.032142146
248,0.060723308
249,-0.054742146
250,-0.066863965
251,0.155643308
252,0.056408763
253,0.074077854
254,0.060723308
255,0.07346149
256,-0.06213851
257,-0.015294874
258,-0.103229419
259,-0.194862146
260,0.060928763
261,-0.126856692
262,0.017783308
263,-0.034813055
264,0.041616036
265,0.097705126
266,-0.076520328
267,0.072639672
268,-0.128911237
269,-0.043853055
270,-0.083711237
271,-0.082273055
272,-0.114940328
273,-0.072000328
274,0.13448149
275,-0.027005783
276,0.126674217
277,0.106539672
278,0.082912399
279,0.074694217
280,0.020865126
281,-9.12E-05
282,-0.036251237
283,0.118045126
284,0.008743308
285,0.083528763
286,0.045930581
287,0.049628763
288,0.105512399
289,-0.098503965
290,0.080857854
291,-0.052893055
292,-0.155003965
293,0.041410581
294,-0.038922146
295,-0.14123851
296,0.032165126
297,0.037096036
298,-0.161373055
299,0.040177854
300,-0.067274874
301,-0.131582146
302,0.035452399
303,-0.074671237
304,-0.032347601
305,0.02148149
306,0.019837854
307,0.091336036
308,0.089692399
309,0.002785126
310,0.039972399
311,0.015317854
312,0.110648763
313,-0.030293055
314,-0.235953055
315,0.112908763
316,0.009770581
317,-0.011391237
318,0.070585126
319,0.03730149
320,0.021276036
321,-0.044674874
322,0.209472399
323,-0.127267601
324,-0.054536692
325,0.007305126
326,-0.257320328
327,0.15030149
328,-0.189725783
329,-0.146580328
330,0.346716036
331,-0.191985783
332,-0.167125783
333,0.118456036
334,0.002579672
335,-0.084943965
336,-0.100147601
337,0.174339672
338,-0.168974874
339,-0.060083965
340,0.11188149
341,0.056408763
342,0.09380149
343,-0.221982146
344,0.167970581
345,-0.020636692
346,-0.083505783
347,0.035657854
348,-0.031731237
349,0.128934217
350,-0.122953055
351,0.184612399
352,0.12996149
353,-0.016116692
354,0.038328763
355,-0.009542146
356,0.136946945
357,-0.253211237
358,-0.046934874
359,0.189132399
360,-0.117816692
361,-0.068302146
362,0.051683308
363,0.12770149
364,-0.112680328
365,-0.046113055
366,0.098732399
367,-0.108365783
368,-0.203491237
369,-0.072205783
370,0.114757854
371,-0.095422146
372,-0.018171237
373,0.040177854
374,0.051683308
375,0.115579672
376,-0.091313055
377,0.060106945
378,0.072228763
379,-0.071794874
380,-0.029676692
381,0.132016036
382,-0.021253055
383,-0.030909419
384,0.266999672
385,0.068736036
386,-0.009747601
387,0.00566149
388,0.085172399
389,0.032986945
390,-0.149662146
391,-0.059056692
392,-0.039743965
393,-0.045085783
394,-0.094600328
395,0.011619672
396,0.06894149
397,-0.070973055
398,-0.029060328
399,0.058463308
400,-0.035429419
401,-0.117200328
402,-0.083711237
403,-0.009131237
404,-0.037483965
405,-0.099325783
406,0.017577854
407,0.031548763
408,-0.01693851
409,0.02826149
410,-0.021047601
411,0.00792149
412,0.04860149
413,-0.109803965
414,-0.012213055
415,0.026823308
416,-0.05987851
417,0.137152399
418,0.118866945
419,-0.054947601
420,0.020043308
421,0.095239672
422,-0.006665783
423,-0.020225783
424,-0.025362146
425,-0.011185783
426,0.046957854
427,-0.11411851
428,0.024357854
429,0.129550581
430,-0.089874874
431,0.023946945
432,0.042026945
433,-0.104462146
434,-0.075082146
435,-0.035634874
436,-0.122336692
437,-0.013856692
438,-0.027416692
439,-0.151100328
440,0.138590581
441,-0.009542146
442,-0.134047601
443,0.160163308
444,0.012030581
445,-0.040771237
446,0.056408763
447,0.020043308
448,0.086405126
449,0.104690581
450,0.11866149
451,0.15482149
452,0.090308763
453,0.024974217
454,0.114963308
455,0.009154217
456,-0.08473851
457,-0.020842146
458,-0.032553055
459,-0.066863965
460,-0.086382146
461,0.013263308
462,-0.008925783
463,-0.016322146
464,0.042848763
465,0.003812399
466,0.003196036
467,-0.100353055
468,-0.151511237
469,0.108388763
470,-0.07343851
471,-0.20903851
472,0.016550581
473,0.015523308
474,-0.045702146
475,-0.090080328
476,0.220156036
477,-0.096243965
478,-0.182534874
479,0.286312399
480,-0.126445783
481,-0.04857851
482,0.078803308
483,-0.020225783
484,0.155437854
485,0.028672399
486,0.018810581
487,-0.047551237
488,0.184612399
489,-0.065425783
490,-0.310327601
491,0.125852399
492,-0.126651237
493,-0.019403965
494,0.03956149
495,-9.12E-05
496,-0.067480328
497,-0.075493055
498,0.166326945
499,-0.119871237
500,-0.008720328
501,-0.049400328
502,0.002990581
503,-0.075903965
504,-0.083505783
505,0.12770149
506,-0.134253055
507,0.111676036
508,0.002579672
509,-0.018787601
510,0.16612149
511,-0.085149419
512,0.004634217
513,0.137974217
514,0.036890581
515,-0.146991237
516,0.068119672
517,0.18194149
518,-0.033169419
519,-0.031114874
520,0.011619672
521,0.115374217
522,-0.036456692
523,-0.081451237
524,0.101814217
525,0.072434217
526,0.058463308
527,0.105512399
528,0.056614217
529,-0.013240328
530,0.079214217
531,-0.075082146
532,-0.014883965
533,-0.005843965
534,-0.165482146
535,0.08024149
536,-0.141854874
537,-0.243760328
538,0.024152399
539,0.103663308
540,-0.17739851
541,-0.123774874
542,0.098526945
543,-0.120282146
544,0.040794217
545,-0.113296692
546,-0.077753055
547,0.170436036
548,-0.062343965
549,-0.061316692
550,0.056203308
551,0.195090581
552,-0.026183965
553,-0.029471237
554,0.238852399
555,-0.024745783
556,0.012852399
557,0.091336036
558,0.000936035
559,0.045108763
560,0.049628763
561,-0.023513055
562,-0.083505783
563,0.008743308
564,-0.074671237
565,-0.093162146
566,-0.035429419
567,-0.100763965
568,-0.044469419
569,0.031343308
570,-0.038511237
571,-0.143703965
572,0.091952399
573,0.045314217
574,-0.31073851
575,0.045314217
576,0.06442149
577,-0.131787601
578,-0.032142146
579,0.002374217
580,0.130988763
581,0.152150581
582,0.144343308
583,0.179886945
584,0.208650581
585,0.034014217
586,0.104279672
587,0.124825126
588,-0.009542146
589,-0.01467851
590,-0.053303965
591,0.036479672
592,-0.078369419
593,-0.049194874
594,0.060312399
595,-0.07117851
596,-0.10733851
597,-0.095216692
598,-0.031320328
599,-0.130965783
600,-0.043647601
601,-0.029676692
602,-0.070973055
603,0.054765126
604,-0.183973055
605,0.144548763
606,0.135714217
607,-0.175549419
608,0.005866945
609,-0.018787601
610,0.011003308
611,-0.033785783
612,0.019632399
613,-0.128705783
614,0.080857854
615,0.250152399
616,-0.056180328
617,0.152766945
618,0.052094217
619,-0.054125783
620,0.014496036
621,-0.073849419
622,-0.061522146
623,0.012852399
624,0.048190581
625,-0.103023965
626,0.045725126
627,0.054765126
628,0.037712399
629,0.078186945
630,-0.122542146
631,0.017577854
632,-0.131787601
633,-0.008514874
634,-0.002145783
635,-0.229173055
636,0.06894149
637,0.024357854
638,-0.103229419
639,-0.084533055
640,0.115579672
641,-0.082273055
642,-0.093162146
643,0.052094217
644,-0.101791237
645,0.049834217
646,-0.01241851
647,0.053943308
648,0.144959672
649,0.10510149
650,0.035657854
651,0.113525126
652,0.13448149
653,-0.095422146
654,0.164683308
655,0.055792399
656,-0.147402146
657,0.151328763
658,0.099965126
659,-0.016527601
660,-0.052687601
661,0.026412399
662,0.022097854
663,-0.165893055
664,-0.095627601
665,0.008743308
666,0.028877854
667,-0.06665851
668,0.008332399
669,0.060928763
670,0.016550581
671,0.076132399
672,-0.140005783
673,0.008743308
674,-0.040976692
675,-0.163222146
676,0.008332399
677,-0.189314874
678,-0.069123965
679,-0.017760328
680,0.021892399
681,0.122154217
682,0.083117854
683,0.161396036
684,0.078186945
685,0.009359672
686,0.003812399
687,0.092363308
688,0.011208763
689,-0.10055851
690,0.028877854
691,0.007305126
692,-0.08247851
693,0.013468763
694,0.029083308
695,-0.118022146
696,0.01244149
697,-0.09377851
698,-0.043031237
699,0.119483308
700,-0.155825783
701,-0.012623965
702,0.011208763
703,0.012030581
704,-0.063987601
705,-0.050016692
706,0.035863308
707,-0.186233055
708,0.02374149
709,-0.072000328
710,-0.024334874
711,-0.017143965
712,0.005045126
713,0.190776036
714,-0.050427601
715,0.168586945
716,0.053532399
717,0.065037854
718,0.107566945
719,-0.08473851
720,0.068530581
721,-0.025567601
722,0.069146945
723,-0.097065783
724,0.051066945
725,0.078597854
726,-0.120282146
727,0.218717854
728,-0.128705783
729,-0.016527601
730,0.072434217
731,-0.182534874
732,0.072023308
733,-0.067891237
734,-0.05309851
735,0.034630581
736,-0.058440328
737,-0.068096692
738,0.03504149
739,-0.032347601
740,-0.153771237
741,0.11188149
742,-0.079807601
743,-0.041182146
744,0.086610581
745,-0.133636692
746,0.148452399
747,0.083734217
748,-0.031114874
749,0.078803308
750,0.095034217
751,0.049834217
752,-0.036251237
753,0.072228763
754,-0.013651237
755,0.002168763
756,0.087432399
757,-0.032347601
758,0.036890581
759,0.03052149
760,-0.034196692
761,-0.028854874
762,-0.068096692
763,-0.083505783
764,-0.076520328
765,-0.081656692
766,-0.060083965
767,-0.036045783
768,-0.029676692
769,0.082090581
770,-0.037483965
771,0.045519672
772,0.080446945
773,-0.085971237
774,0.024357854
775,-0.009747601
776,0.015317854
777,-0.047140328
778,-0.057207601
779,0.013263308
780,0.033603308
781,0.040177854
782,-0.008309419
783,0.146808763
784,0.008126945
785,-0.055153055
786,0.089692399
787,-0.023307601
788,-0.013445783
789,0.01018149
790,-0.013651237
791,-0.02823851
792,0.061750581
793,-0.015294874
794,-0.072822146
795,0.04182149
796,-0.120282146
797,0.003606945
798,-0.018376692
799,-0.101791237
800,0.054970581
801,0.051272399
802,-0.001940328
803,-0.013856692
804,0.163039672
805,-0.025156692
806,-0.077136692
807,0.009565126
808,-0.068302146
809,-0.059056692
810,-0.081451237
811,0.020043308
812,-0.092545783
813,0.036685126
814,0.093596036
815,-0.072000328
816,0.138385126
817,0.057846945
818,-0.082889419
819,0.054354217
820,0.038739672
821,-0.100353055
822,0.063805126
823,0.146192399
824,-0.084533055
825,0.104074217
826,0.112908763
827,-0.093367601
828,0.102430581
829,0.076543308
830,-0.120282146
831,0.02148149
832,0.02374149
833,-0.089053055
834,9.83E-02
835,-0.042825783
836,-0.095422146
837,0.108799672
838,-0.100969419
839,-0.084533055
840,-0.033374874
841,-0.196094874
842,-0.022280328
843,-0.072411237
844,-0.068096692
845,0.044286945
846,-0.043031237
847,0.087637854
848,0.041616036
849,0.059490581
850,0.06442149
851,0.046957854
852,0.059490581
853,-0.047756692
854,0.121126945
855,-0.002967601
856,0.047368763
857,0.161190581
858,-0.06891851
859,0.068736036
860,0.005250581
861,-0.080629419
862,0.006894217
863,-0.036456692
864,-0.144731237
865,-0.038100328
866,0.000525126
867,-0.151716692
868,0.070379672
869,-0.001323965
870,-0.055769419
871,-0.058645783
872,-0.053303965
873,-0.006665783
874,-0.163633055
875,-0.026800328
876,0.006483308
877,0.025179672
878,0.017372399
879,0.068119672
880,0.081679672
881,0.036479672
882,0.114757854
883,-0.006665783
884,0.062777854
885,0.049834217
886,-0.021663965
887,0.074899672
888,0.040588763
889,0.079214217
890,0.08476149
891,0.043054217
892,0.002168763
893,0.026617854
894,-0.012623965
895,-0.07343851
896,-0.049811237
897,-0.122747601
898,0.039972399
899,0.046546945
900,-0.122953055
901,0.020865126
902,0.103046945
903,-0.106722146
904,-0.009131237
905,0.054354217
906,-0.133225783
907,-0.03727851
908,-0.046523965
909,-0.036867601
910,-0.048989419
911,0.054559672
912,0.031959672
913,-0.117611237
914,0.155437854
915,0.072639672
916,-0.051249419
917,0.065448763
918,0.060928763
919,0.008743308
920,-0.064603965
921,0.106745126
922,-0.031114874
923,-0.008720328
924,0.125030581
925,-0.187465783
926,0.03504149
927,0.025179672
928,-0.144936692
929,0.029083308
930,0.048190581
931,-0.033169419
932,0.036479672
933,0.113525126
934,-0.150689419
935,-0.021253055
936,-0.03501851
937,-0.155414874
938,0.002168763
939,-0.210682146
940,-0.063987601
941,-0.072822146
942,-0.176165783
943,0.173517854
944,0.036274217
945,0.026617854
946,0.099348763
947,0.085377854
948,0.076337854
949,-0.000502146
950,0.091130581
951,-0.035840328
952,0.083734217
953,0.027439672
954,-0.068507601
955,0.174134217
956,0.071406945
957,0.036685126
958,0.101814217
959,0.07120149
960,-0.011391237
961,0.027439672
962,0.096472399
963,-0.087820328
964,0.056408763
965,-0.015089419
966,-0.047551237
967,0.066065126
968,-0.168153055
969,0.008743308
970,-0.094189419
971,-0.093367601
972,-0.03727851
973,-0.104667601
974,0.009770581
975,-0.099325783
976,0.034014217
977,0.015317854
978,0.016345126
979,0.017577854
980,0.060106945
981,0.073256036
982,-0.099325783
983,0.069146945
984,0.066065126
985,0.165299672
986,0.059285126
987,-0.107954874
988,0.08250149
989,0.213376036
990,0.106128763
991,-0.045907601
992,-0.033169419
993,-0.132403965
994,0.13448149
995,-0.203902146
996,-0.211503965
997,0.112086945
998,-0.047962146
999,-0.108160328
1000,-0.188903965
1001,0.13222149
1002,-0.255882146
1003,0.054148763
1004,-0.006049419
1005,-0.527493055
1006,0.156670581
1007,0.008332399
1008,0.11414149
1009,-0.255676692
1010,0.088254217
1011,0.388217854
1012,-0.314436692
1013,0.33562149
1014,-0.028854874
1015,0.049012399
1016,0.023946945
1017,0.025385126
1018,0.158108763
1019,-0.146169419
1020,0.257754217
1021,-0.000913055
1022,0.218923308
1023,-0.111242146
1024,-0.046523965
1025,0.158108763
1026,-0.163016692
1027,0.003606945
1028,-0.131376692
1029,0.090514217
1030,-0.131376692
1031,0.029083308
1032,0.205774217
1033,-0.046113055
1034,-0.029676692
1035,-0.15027851
1036,0.189132399
1037,-0.149045783
1038,-0.171029419
1039,0.12318149
1040,-0.019403965
1041,-0.053714874
1042,0.000936035
1043,0.198788763
1044,-0.14575851
1045,0.048396036
1046,0.094828763
1047,-0.044674874
1048,0.018605126
1049,-0.047962146
1050,0.165094217
1051,0.056408763
1052,-0.019609419
1053,0.117428763
1054,0.167559672
1055,0.022919672
1056,0.02826149
1057,0.104690581
1058,-0.095627601
1059,-0.085971237
1060,-0.069740328
1061,-0.027211237
1062,0.065859672
1063,-0.163016692
1064,-0.040976692
1065,0.109826945
1066,-0.136307601
1067,-0.070562146
1068,-0.018376692
1069,-0.209860328
1070,-0.077136692
1071,-0.026594874
1072,0.036068763
1073,-0.039333055
1074,-0.078985783
1075,0.177216036
1076,-0.041593055
1077,-0.047345783
1078,0.037712399
1079,0.058463308
1080,0.023946945
1081,-0.017965783
1082,-0.010363965
1083,-0.093162146
1084,0.143316036
1085,0.16160149
1086,-0.046934874
1087,0.032576036
1088,0.109416036
1089,-0.006871237
1090,0.04182149
1091,-0.049605783
1092,-0.062549419
1093,-0.027416692
1094,-0.051865783
1095,0.114757854
1096,-0.063987601
1097,0.034425126
1098,0.142288763
1099,-0.093573055
1100,-0.036867601
1101,-0.037894874
1102,-0.053303965
1103,-0.094805783
1104,-0.007487601
1105,-0.072411237
1106,-0.100353055
1107,0.07798149
1108,-0.033991237
1109,0.027234217
1110,0.029288763
1111,0.024357854
1112,-0.047962146
1113,0.092774217
1114,0.031959672
1115,-0.08021851
1116,0.138385126
1117,0.015728763
1118,0.137974217
1119,0.029699672
1120,0.068325126
1121,0.173106945
1122,-0.046934874
1123,0.048396036
1124,0.00340149
1125,-0.047345783
1126,-0.021663965
1127,0.044492399
1128,-0.061727601
1129,-0.033580328
1130,0.117839672
1131,-0.069123965
1132,0.094417854
1133,-0.092751237
1134,-0.114529419
1135,0.028877854
1136,-0.157674874
1137,0.009770581
1138,-0.104256692
1139,-0.056180328
1140,0.004428763
1141,-0.060700328
1142,-0.023307601
1143,0.008743308
1144,0.000319672
1145,0.019632399
1146,0.079214217
1147,-0.071383965
1148,0.050245126
1149,0.179476036
1150,-0.020842146
1151,-0.041593055
1152,0.205363308
1153,0.083939672
1154,-0.059056692
1155,0.160368763
1156,0.049628763
1157,-0.126034874
1158,0.102430581
1159,-0.044880328
1160,-0.132403965
1161,0.021686945
1162,-0.155825783
1163,0.024152399
1164,-0.064809419
1165,-0.187671237
1166,0.063805126
1167,-0.037689419
1168,-0.110214874
1169,-0.045907601
1170,-0.00789851
1171,-0.011185783
1172,-0.008309419
1173,-0.02823851
1174,0.075105126
1175,0.023125126
1176,-0.127062146
1177,0.072639672
1178,0.028877854
1179,-0.029265783
1180,0.074694217
1181,0.120305126
1182,0.03278149
1183,-0.036867601
1184,0.118456036
1185,0.099554217
1186,0.097910581
1187,-0.038511237
1188,0.027439672
1189,0.096883308
1190,-0.105489419
1191,0.028466945
1192,-0.052687601
1193,-0.048989419
1194,0.019837854
1195,-0.05535851
1196,0.017988763
1197,0.00114149
1198,-0.035634874
1199,-0.008925783
1200,0.097705126
1201,-0.123569419
1202,-0.115556692
1203,0.10284149
1204,-0.113502146
1205,-0.068507601
1206,0.004223308
1207,0.040588763
1208,-0.013034874
1209,-0.023513055
1210,0.143110581
1211,0.035863308
1212,0.054765126
1213,0.051066945
1214,0.058052399
1215,-0.022485783
1216,-0.040154874
1217,0.027234217
1218,-0.062754874
1219,0.085172399
1220,-9.12E-05
1221,-0.025156692
1222,0.095034217
1223,-0.030293055
1224,0.015934217
1225,0.099554217
1226,-0.057002146
1227,-0.052071237
1228,0.126674217
1229,-0.111242146
1230,-0.051660328
1231,0.130988763
1232,-0.174522146
1233,0.019426945
1234,-0.028854874
1235,-0.131376692
1236,0.036890581
1237,-0.197943965
1238,-0.051865783
1239,0.016756036
1240,-0.07795851
1241,-0.038716692
1242,0.015728763
1243,-0.070562146
1244,-0.042209419
1245,0.118456036
1246,-0.061522146
1247,0.030110581
1248,0.025179672
1249,-0.01015851
1250,0.15030149
1251,0.011003308
1252,0.03956149
1253,0.144343308
1254,0.056614217
1255,-0.017143965
1256,0.117634217
1257,0.055997854
1258,-0.16383851
1259,0.134892399
1260,0.022097854
1261,-0.10281851
1262,0.151123308
1263,0.039766945
1264,-0.015500328
1265,-0.016733055
1266,-0.020225783
1267,-0.051865783
1268,-0.028033055
1269,-0.089463965
1270,-0.100763965
1271,-0.07795851
1272,-0.126445783
1273,0.056203308
1274,-0.022280328
1275,-0.024129419
1276,0.004634217
1277,-0.104462146
1278,0.146192399
1279,0.011208763
1280,-0.015500328
1281,0.205363308
1282,0.036479672
1283,0.04860149
1284,0.151945126
1285,0.144754217
1286,0.009976035
1287,0.085172399
1288,-0.028649419
1289,-0.095627601
1290,0.076748763
1291,-0.178425783
1292,-0.013034874
1293,-0.071589419
1294,-0.088847601
1295,0.216663308
1296,-0.053920328
1297,-0.004405783
1298,0.094828763
1299,-0.025156692
1300,-0.163427601
1301,0.102019672
1302,0.015934217
1303,-0.364567601
1304,0.114552399
1305,-0.126856692
1306,-0.12541851
1307,0.031959672
1308,-0.227734874
1309,0.149068763
1310,0.028877854
1311,-0.108160328
1312,-0.079396692
1313,0.14126149
1314,0.099554217
1315,-0.170207601
1316,0.082912399
1317,-0.022485783
1318,0.013468763
1319,0.052710581
1320,0.110854217
1321,0.069557854
1322,-0.106516692
1323,0.218717854
1324,0.016756036
1325,-0.097682146
1326,0.119688763
1327,0.123592399
1328,-0.016322146
1329,0.006277854
1330,0.058463308
1331,-0.160345783
1332,0.041616036
1333,-0.112885783
1334,-0.049194874
1335,0.072023308
1336,-0.182740328
1337,0.033397854
1338,0.044286945
1339,-0.004611237
1340,-0.024540328
1341,-0.085765783
1342,0.004017854
1343,0.057436036
1344,-0.104256692
1345,-0.096243965
1346,0.07572149
1347,-0.052276692
1348,-0.036867601
1349,0.134686945
1350,0.040999672
1351,0.106334217
1352,0.224676036
1353,-0.007076692
1354,0.030316036
1355,0.216663308
1356,-0.07117851
1357,0.035863308
1358,0.116196036
1359,-0.221365783
1360,0.124414217
1361,0.117017854
1362,-0.192602146
1363,-0.037894874
1364,0.042848763
1365,-0.112680328
1366,-0.126856692
1367,0.037917854
1368,-0.16609851
1369,0.01018149
1370,-0.027622146
1371,-0.158291237
1372,0.06894149
1373,-0.104667601
1374,-0.036045783
1375,-0.182329419
1376,0.028056036
1377,0.057025126
1378,-0.237185783
1379,0.17742149
1380,-0.028443965
1381,-0.034813055
1382,0.196323308
1383,0.122976036
1384,0.067503308
1385,0.052710581
1386,0.20002149
1387,-0.173905783
1388,0.001552399
1389,0.112292399
1390,-0.161167601
1391,0.146192399
1392,-0.040771237
1393,-0.034607601
1394,0.209677854
1395,0.033192399
1396,-0.021869419
1397,0.074077854
1398,-0.034402146
1399,-0.15027851
1400,-0.021663965
1401,-0.18191851
1402,-0.127062146
1403,0.00340149
1404,-0.120282146
1405,0.021686945
1406,-0.091723965
1407,0.030316036
1408,0.099143308
1409,-0.096243965
1410,0.079419672
1411,0.047779672
1412,-0.062960328
1413,0.053943308
1414,0.095034217
1415,0.03052149
1416,0.104690581
1417,0.064216036
1418,0.078597854
1419,0.122359672
1420,0.011208763
1421,0.047574217
1422,0.041410581
1423,-0.027211237
1424,-0.000913055
1425,0.03504149
1426,0.010797854
1427,-0.006665783
1428,0.041410581
1429,-0.096449419
1430,-0.066042146
1431,-0.020636692
1432,-0.108365783
1433,0.044697854
1434,-0.134047601
1435,-0.057823965
1436,0.082296036
1437,-0.066863965
1438,0.002990581
1439,-0.018171237
1440,-0.07795851
1441,-0.102202146
1442,-0.014062146
1443,-0.175343965
1444,-0.045702146
1445,0.145165126
1446,-0.183151237
1447,0.115579672
1448,0.15934149
1449,-0.075903965
1450,0.160368763
1451,0.079625126
1452,-0.020020328
1453,0.064216036
1454,0.061750581
1455,-0.030909419
1456,0.008126945
1457,0.022303308
1458,-0.031525783
1459,0.079214217
1460,0.017166945
1461,-0.007076692
1462,-0.035429419
1463,-0.166920328
1464,-0.041387601
1465,-0.050016692
1466,-0.121103965
1467,0.011619672
1468,-0.020842146
1469,-0.037073055
1470,0.056614217
1471,0.039356036
1472,0.021686945
1473,-0.012829419
1474,-0.035223965
1475,-0.022074874
1476,-0.112474874
1477,0.011003308
1478,0.110032399
1479,0.023946945
1480,0.099965126
1481,0.069968763
1482,0.104074217
1483,0.117017854
1484,0.133454217
1485,-0.015500328
1486,0.021276036
1487,0.095856036
1488,-0.180274874
1489,0.128317854
1490,0.05764149
1491,-0.159523965
1492,0.098732399
1493,0.096883308
1494,-0.109187601
1495,-0.040771237
1496,0.09154149
1497,-0.191985783
1498,-0.077342146
1499,-0.036456692
1500,-0.175549419
1501,0.052505126
1502,-0.012007601
1503,-0.031320328
1504,0.000525126
1505,-0.018582146
1506,0.032576036
1507,-0.018171237
1508,-0.034196692
1509,-0.047962146
1510,0.008126945
1511,-0.009747601
1512,0.019632399
1513,0.068325126
1514,0.024357854
1515,0.067092399
1516,-0.017965783
1517,0.00340149
1518,0.069146945
1519,-0.124391237
1520,-0.019609419
1521,-0.017349419
1522,-0.078780328
1523,0.142905126
1524,-0.074671237
1525,0.00340149
1526,0.16838149
1527,-0.013240328
1528,-0.044880328
1529,0.038739672
1530,0.031548763
1531,-0.169180328
1532,0.019837854
1533,-0.132814874
1534,-0.097271237
1535,0.121948763
1536,-0.137129419
1537,0.140850581
1538,-0.048167601
1539,-0.005022146
1540,0.12092149
1541,-0.154593055
1542,0.084350581
1543,-0.022280328
1544,-0.016527601
1545,-0.026594874
1546,0.028877854
1547,0.027439672
1548,-0.022280328
1549,0.157697854
1550,-0.036045783
1551,0.088459672
1552,0.086816036
1553,-0.087614874
1554,0.117223308
1555,0.064626945
1556,-0.090902146
1557,0.043876036
1558,0.055586945
1559,-0.096860328
1560,0.03052149
1561,0.014906945
1562,-0.137540328
1563,0.017577854
1564,-0.057207601
1565,-0.071794874
1566,0.028672399
1567,-0.079191237
1568,-0.009542146
1569,0.033397854
1570,-0.021253055
1571,0.018810581
1572,0.03052149
1573,-0.08021851
1574,-0.047551237
1575,0.046957854
1576,-0.051249419
1577,-0.023102146
